attendance,away_final_score,away_team,date,elapsed_time,g_id,home_final_score,home_team,start_time,umpire_HP,venue_name,weather,wind,delay_min
13622,3,kca,8/28/2015,181,201501911,2,tba,7:11 PM,Jeff Kellogg,Tropicana Field,"72 degrees, dome","0 mph, None",0
30892,4,mia,8/28/2015,169,201501912,3,was,7:05 PM,Lance Barrett,Nationals Park,"82 degrees, partly cloudy","6 mph, R to L",0
35546,15,nya,8/28/2015,199,201501913,4,atl,7:35 PM,Dana DeMuth,Turner Field,"80 degrees, partly cloudy","6 mph, R to L",0
30059,4,oak,8/28/2015,176,201501914,6,ari,6:40 PM,Jim Wolf,Chase Field,"78 degrees, roof closed","0 mph, None",0
25145,1,sdn,8/28/2015,158,201501915,7,phi,7:07 PM,Jerry Meals,Citizens Bank Park,"82 degrees, partly cloudy","5 mph, In from LF",0
27870,2,sea,8/28/2015,172,201501916,0,cha,7:10 PM,Mike Everitt,U.S. Cellular Field,"76 degrees, cloudy","6 mph, In from CF",0
41577,4,sln,8/28/2015,182,201501917,5,sfn,7:15 PM,Tripp Gibson III,AT&T Park,"71 degrees, cloudy","12 mph, Out to RF",0
22843,3,ana,8/29/2015,178,201501918,8,cle,7:11 PM,Larry Vanover,Progressive Field,"77 degrees, cloudy","8 mph, In from RF",38
29768,3,bal,8/29/2015,153,201501919,4,tex,7:08 PM,David Rackley,Globe Life Park in Arlington,"88 degrees, clear","11 mph, R to L",0
43255,3,bos,8/29/2015,171,201501920,1,nyn,4:09 PM,John Tumpane,Citi Field,"85 degrees, sunny","7 mph, Out to LF",0
51697,2,chn,8/29/2015,203,201501921,5,lan,6:11 PM,Chad Fairchild,Dodger Stadium,"88 degrees, clear","3 mph, Varies",0
34365,12,cin,8/29/2015,239,201501922,9,mil,6:13 PM,Dan Bellino,Miller Park,"71 degrees, roof closed","0 mph, None",0
35838,3,col,8/29/2015,189,201501923,4,pit,7:07 PM,Cory Blaser,PNC Park,"84 degrees, clear","1 mph, Varies",0
46444,1,det,8/29/2015,205,201501924,15,tor,1:08 PM,Manny Gonzalez,Rogers Centre,"65 degrees, cloudy","3 mph, Out to RF",0
38876,4,hou,8/29/2015,202,201501925,1,min,6:11 PM,Doug Eddings,Target Field,"75 degrees, cloudy","3 mph, In from RF",0
24372,6,kca,8/29/2015,200,201501926,3,tba,6:10 PM,Brian O'Nora,Tropicana Field,"72 degrees, dome","0 mph, None",0
31519,1,mia,8/29/2015,145,201501927,5,was,7:04 PM,Dan Iassogna,Nationals Park,"83 degrees, partly cloudy","4 mph, R to L",0
49243,3,nya,8/29/2015,184,201501928,1,atl,7:10 PM,Mike Estabrook,Turner Field,"78 degrees, partly cloudy","6 mph, R to L",0
35990,3,oak,8/29/2015,160,201501929,2,ari,5:11 PM,Lance Barksdale,Chase Field,"78 degrees, roof closed","0 mph, None",0
22090,3,sdn,8/29/2015,176,201501930,4,phi,7:06 PM,Andy Fletcher,Citizens Bank Park,"85 degrees, partly cloudy","11 mph, Out to CF",0
26011,7,sea,8/29/2015,256,201501931,6,cha,6:10 PM,Tim Timmons,U.S. Cellular Field,"74 degrees, drizzle","4 mph, Out to CF",0
41796,6,sln,8/29/2015,191,201501932,0,sfn,1:06 PM,Gabe Morales,AT&T Park,"71 degrees, cloudy","9 mph, R to L",0
22328,2,ana,8/30/2015,160,201501933,9,cle,1:11 PM,Brian Knight,Progressive Field,"77 degrees, partly cloudy","8 mph, Out to LF",0
22256,0,bal,8/30/2015,161,201501934,6,tex,2:08 PM,Jim Reynolds,Globe Life Park in Arlington,"94 degrees, partly cloudy","9 mph, R to L",0
38938,4,bos,8/30/2015,176,201501935,5,nyn,1:11 PM,Joe West,Citi Field,"88 degrees, partly cloudy","7 mph, Out to CF",0
46679,2,chn,8/30/2015,162,201501936,0,lan,5:09 PM,Pat Hoberg,Dodger Stadium,"85 degrees, sunny","7 mph, Out to RF",0
33293,1,cin,8/30/2015,158,201501937,4,mil,1:11 PM,Bruce Dreckman,Miller Park,"70 degrees, cloudy","0 mph, None",0
36271,5,col,8/30/2015,175,201501938,0,pit,1:39 PM,Jeff Nelson,PNC Park,"83 degrees, partly cloudy","7 mph, Out to LF",0
46625,2,det,8/30/2015,158,201501939,9,tor,1:07 PM,Bob Davidson,Rogers Centre,"73 degrees, partly cloudy","5 mph, R to L",0
28877,5,hou,8/30/2015,183,201501940,7,min,1:14 PM,Mark Ripperger,Target Field,"74 degrees, partly cloudy","11 mph, R to L",0
18634,2,kca,8/30/2015,177,201501941,3,tba,1:10 PM,Clint Fagan,Tropicana Field,"72 degrees, dome","0 mph, None",0
34488,4,mia,8/30/2015,185,201501942,7,was,1:37 PM,Dale Scott,Nationals Park,"77 degrees, overcast","5 mph, In from CF",0
33093,20,nya,8/30/2015,226,201501943,6,atl,1:38 PM,Ed Hickox,Turner Field,"69 degrees, overcast","7 mph, R to L",0
29576,7,oak,8/30/2015,243,201501944,4,ari,1:10 PM,Ryan Blakney,Chase Field,"77 degrees, roof closed","0 mph, None",0
22624,9,sdn,8/30/2015,193,201501945,4,phi,1:38 PM,Jordan Baker,Citizens Bank Park,"87 degrees, sunny","9 mph, Out to RF",0
28031,5,sea,8/30/2015,241,201501946,6,cha,1:11 PM,Tim Welke,U.S. Cellular Field,"74 degrees, cloudy","4 mph, In from LF",0
41770,7,sln,8/30/2015,188,201501947,5,sfn,1:05 PM,Eric Cooper,AT&T Park,"72 degrees, partly cloudy","14 mph, Out to RF",0
12054,5,ana,8/31/2015,214,201501948,11,oak,7:08 PM,Jim Joyce,O.co Coliseum,"68 degrees, clear","12 mph, Out to RF",10
21386,4,ari,8/31/2015,210,201501949,5,col,6:41 PM,Chris Segal,Coors Field,"68 degrees, overcast","5 mph, L to R",0
34017,13,cin,8/31/2015,202,201501950,6,chn,7:09 PM,Paul Schrieber,Wrigley Field,"75 degrees, clear","4 mph, R to L",0
46643,4,cle,8/31/2015,176,201501951,2,tor,7:07 PM,Paul Emmel,Rogers Centre,"75 degrees, partly cloudy","5 mph, Out to RF",0
12916,4,mia,8/31/2015,174,201501952,0,atl,7:10 PM,D.J. Reyburn,Turner Field,"81 degrees, cloudy","2 mph, L to R",0
36148,3,nya,8/31/2015,224,201501953,4,bos,7:10 PM,Vic Carapazza,Fenway Park,"86 degrees, cloudy","14 mph, Out to RF",0
34233,1,phi,8/31/2015,143,201501954,3,nyn,7:11 PM,Will Little,Citi Field,"89 degrees, cloudy","16 mph, Out to RF",0
19923,3,sea,8/31/2015,168,201501955,8,hou,7:12 PM,Angel Hernandez,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
40851,4,sfn,8/31/2015,329,201501956,5,lan,7:10 PM,Marty Foster,Dodger Stadium,"75 degrees, clear","4 mph, Out to RF",0
19841,6,tba,8/31/2015,183,201501957,3,bal,7:07 PM,Laz Diaz,Oriole Park at Camden Yards,"86 degrees, overcast","2 mph, Out to CF",0
19013,0,tex,8/31/2015,159,201501958,7,sdn,7:11 PM,Sam Holbrook,Petco Park,"74 degrees, cloudy","10 mph, Out to RF",0
42081,5,was,8/31/2015,187,201501959,8,sln,7:16 PM,Bill Welke,Busch Stadium,"80 degrees, clear","4 mph, R to L",0
14178,6,ana,9/1/2015,184,201501960,2,oak,7:08 PM,Kerwin Danley,O.co Coliseum,"64 degrees, partly cloudy","14 mph, Out to RF",0
21550,6,ari,9/1/2015,182,201501961,4,col,1:11 PM,Tim Timmons,Coors Field,"85 degrees, partly cloudy","6 mph, In from RF",0
20411,5,ari,9/1/2015,188,201501962,3,col,6:40 PM,Todd Tichenor,Coors Field,"80 degrees, partly cloudy","9 mph, R to L",0
25803,6,cha,9/1/2015,186,201501963,8,min,7:10 PM,CB Bucknor,Target Field,"85 degrees, partly cloudy","4 mph, R to L",0
33756,4,cin,9/1/2015,183,201501964,5,chn,7:05 PM,Fieldin Culbreth,Wrigley Field,"85 degrees, partly cloudy","7 mph, Out to CF",0
41356,3,cle,9/1/2015,186,201501965,5,tor,7:08 PM,Jerry Meals,Rogers Centre,"73 degrees, partly cloudy","6 mph, In from RF",0
30665,6,det,9/1/2015,192,201501966,5,kca,7:11 PM,Gary Cederstrom,Kauffman Stadium,"86 degrees, clear","11 mph, R to L",0
16386,7,mia,9/1/2015,167,201501967,1,atl,7:09 PM,Ben May,Turner Field,"86 degrees, partly cloudy","3 mph, R to L",0
35077,3,nya,9/1/2015,161,201501968,1,bos,7:12 PM,Ron Kulpa,Fenway Park,"71 degrees, clear","15 mph, R to L",0
30104,14,phi,9/1/2015,197,201501969,8,nyn,7:10 PM,Jim Wolf,Citi Field,"81 degrees, partly cloudy","10 mph, Out to LF",0
18468,4,pit,9/1/2015,175,201501970,7,mil,7:10 PM,Bill Miller,Miller Park,"87 degrees, partly cloudy","11 mph, R to L",0
18157,7,sea,9/1/2015,205,201501971,5,hou,7:12 PM,Chris Conroy,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
48060,1,sfn,9/1/2015,167,201501972,2,lan,7:10 PM,Mike Winters,Dodger Stadium,"74 degrees, partly cloudy","7 mph, Out to RF",0
22987,11,tba,9/1/2015,181,201501973,2,bal,7:07 PM,Chris Guccione,Oriole Park at Camden Yards,"90 degrees, clear","4 mph, Out to LF",0
21215,8,tex,9/1/2015,220,201501974,6,sdn,7:10 PM,Mark Carlson,Petco Park,"70 degrees, cloudy","8 mph, L to R",0
42589,5,was,9/1/2015,208,201501975,8,sln,7:16 PM,John Hirschbeck,Busch Stadium,"89 degrees, clear","6 mph, R to L",0
13392,9,ana,9/2/2015,173,201501976,4,oak,12:38 PM,Chad Fairchild,O.co Coliseum,"67 degrees, cloudy","10 mph, Out to RF",0
20574,4,ari,9/2/2015,218,201501977,9,col,6:42 PM,Mike Everitt,Coors Field,"87 degrees, partly cloudy","4 mph, Out to LF",0
22162,0,cha,9/2/2015,154,201501978,3,min,7:11 PM,Lance Barrett,Target Field,"77 degrees, clear","9 mph, In from LF",0
31165,7,cin,9/2/2015,190,201501979,4,chn,1:20 PM,Manny Gonzalez,Wrigley Field,"87 degrees, partly cloudy","9 mph, Out to CF",0
46538,1,cle,9/2/2015,154,201501980,5,tor,7:08 PM,Andy Fletcher,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
26789,1,det,9/2/2015,167,201501981,12,kca,7:11 PM,Quinn Wolcott,Kauffman Stadium,"89 degrees, clear","12 mph, R to L",0
17949,7,mia,9/2/2015,185,201501982,3,atl,12:10 PM,Rob Drake,Turner Field,"85 degrees, partly cloudy","1 mph, L to R",0
34416,13,nya,9/2/2015,213,201501983,8,bos,4:06 PM,Larry Vanover,Fenway Park,"90 degrees, sunny","10 mph, Out to CF",0
32464,4,phi,9/2/2015,173,201501984,9,nyn,7:11 PM,Phil Cuzzi,Citi Field,"80 degrees, partly cloudy","15 mph, Out to LF",0
24521,4,pit,9/2/2015,187,201501985,9,mil,7:10 PM,Tony Randazzo,Miller Park,"86 degrees, partly cloudy","12 mph, R to L",0
18669,8,sea,9/2/2015,220,201501986,3,hou,7:11 PM,Ted Barrett,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
41648,1,sfn,9/2/2015,151,201501987,2,lan,7:10 PM,Mike Muchlinski,Dodger Stadium,"74 degrees, clear","6 mph, Out to RF",0
15963,6,tba,9/2/2015,216,201501988,7,bal,7:07 PM,Cory Blaser,Oriole Park at Camden Yards,"85 degrees, cloudy","1 mph, Out to RF",0
18730,4,tex,9/2/2015,213,201501989,3,sdn,7:10 PM,Tripp Gibson III,Petco Park,"71 degrees, partly cloudy","9 mph, L to R",0
41489,4,was,9/2/2015,214,201501990,3,sln,7:15 PM,John Tumpane,Busch Stadium,"88 degrees, clear","8 mph, Out to CF",0
28627,1,atl,9/3/2015,182,201501991,15,was,7:05 PM,Clint Fagan,Nationals Park,"81 degrees, cloudy","5 mph, Out to RF",0
25339,6,cha,9/3/2015,206,201501992,4,min,12:11 PM,Dan Iassogna,Target Field,"77 degrees, partly cloudy","12 mph, In from RF",0
29409,7,det,9/3/2015,238,201501993,15,kca,7:10 PM,Ryan Blakney,Kauffman Stadium,"87 degrees, clear","10 mph, R to L",0
33505,7,lan,9/3/2015,202,201501994,10,sdn,7:10 PM,Adam Hamari,Petco Park,"73 degrees, clear","9 mph, L to R",0
22424,3,pit,9/3/2015,192,201501995,5,mil,6:21 PM,Doug Eddings,Miller Park,"77 degrees, partly cloudy","11 mph, L to R",0
25863,3,sfn,9/3/2015,168,201501996,11,col,7:01 PM,Pat Hoberg,Coors Field,"62 degrees, partly cloudy","3 mph, R to L",21
36132,5,ari,9/4/2015,220,201501997,14,chn,1:22 PM,James Hoye,Wrigley Field,"74 degrees, partly cloudy","7 mph, In from CF",0
23536,2,atl,9/4/2015,203,201501998,5,was,7:05 PM,Paul Emmel,Nationals Park,"85 degrees, overcast","7 mph, R to L",0
46201,10,bal,9/4/2015,176,201501999,2,tor,7:08 PM,Chris Segal,Rogers Centre,"74 degrees, clear","16 mph, R to L",0
36953,12,cha,9/4/2015,160,201502000,1,kca,7:10 PM,Brian Knight,Kauffman Stadium,"88 degrees, clear","10 mph, R to L",0
26378,8,cle,9/4/2015,160,201502001,1,det,7:08 PM,Adrian Johnson,Comerica Park,"79 degrees, partly cloudy","9 mph, In from CF",0
33025,8,lan,9/4/2015,213,201502002,4,sdn,7:11 PM,Angel Hernandez,Petco Park,"71 degrees, clear","9 mph, L to R",0
27807,0,min,9/4/2015,155,201502003,8,hou,7:12 PM,Jim Reynolds,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
24763,5,nyn,9/4/2015,229,201502004,6,mia,7:11 PM,Jeff Nelson,Marlins Park,"77 degrees, roof closed","0 mph, None",0
33674,5,phi,9/4/2015,202,201502005,7,bos,7:12 PM,Dale Scott,Fenway Park,"64 degrees, partly cloudy","9 mph, In from RF",0
44338,9,pit,9/4/2015,201,201502006,3,sln,7:16 PM,Eric Cooper,Busch Stadium,"92 degrees, clear","6 mph, R to L",0
16382,11,sea,9/4/2015,218,201502007,8,oak,7:07 PM,Gabe Morales,O.co Coliseum,"63 degrees, partly cloudy","11 mph, Out to RF",0
29196,1,sfn,9/4/2015,172,201502008,2,col,6:42 PM,Jim Joyce,Coors Field,"79 degrees, cloudy","9 mph, Out to RF",0
32530,2,tba,9/4/2015,156,201502009,5,nya,7:09 PM,Joe West,Yankee Stadium,"82 degrees, partly cloudy","12 mph, In from RF",0
37073,2,tex,9/4/2015,178,201502010,5,ana,7:08 PM,Mark Wegner,Angel Stadium of Anaheim,"73 degrees, clear","4 mph, Out to LF",0
40690,0,ari,9/5/2015,154,201502011,2,chn,1:20 PM,Bill Welke,Wrigley Field,"80 degrees, cloudy","12 mph, Out to LF",0
28646,2,atl,9/5/2015,187,201502012,8,was,7:05 PM,Jerry Meals,Nationals Park,"82 degrees, partly cloudy","7 mph, In from RF",0
46373,1,bal,9/5/2015,162,201502013,5,tor,1:08 PM,Tim Timmons,Rogers Centre,"76 degrees, partly cloudy","9 mph, R to L",0
37827,6,cha,9/5/2015,172,201502014,1,kca,6:10 PM,Vic Carapazza,Kauffman Stadium,"89 degrees, partly cloudy","11 mph, R to L",0
28949,0,cle,9/5/2015,173,201502015,6,det,7:08 PM,Hunter Wendelstedt,Comerica Park,"83 degrees, clear","5 mph, R to L",0
43536,2,lan,9/5/2015,184,201502016,0,sdn,5:40 PM,Chris Conroy,Petco Park,"76 degrees, sunny","12 mph, L to R",0
28632,8,mil,9/5/2015,207,201502017,6,cin,1:10 PM,Gerry Davis,Great American Ball Park,"86 degrees, partly cloudy","3 mph, L to R",0
29842,7,mil,9/5/2015,191,201502018,3,cin,6:11 PM,Will Little,Great American Ball Park,"89 degrees, clear","2 mph, L to R",93
27643,3,min,9/5/2015,165,201502019,2,hou,6:11 PM,Paul Schrieber,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
23135,7,nyn,9/5/2015,150,201502020,0,mia,7:10 PM,Laz Diaz,Marlins Park,"75 degrees, roof closed","0 mph, None",0
36534,2,phi,9/5/2015,144,201502021,9,bos,4:07 PM,CB Bucknor,Fenway Park,"74 degrees, sunny","11 mph, Out to LF",0
45139,1,pit,9/5/2015,176,201502022,4,sln,3:06 PM,Gary Cederstrom,Busch Stadium,"93 degrees, partly cloudy","6 mph, Out to CF",0
27387,8,sea,9/5/2015,177,201502023,3,oak,6:07 PM,Sam Holbrook,O.co Coliseum,"73 degrees, clear","11 mph, Out to RF",0
37672,7,sfn,9/5/2015,188,201502024,3,col,6:11 PM,Kerwin Danley,Coors Field,"83 degrees, partly cloudy","3 mph, R to L",0
35030,3,tba,9/5/2015,215,201502025,2,nya,1:09 PM,D.J. Reyburn,Yankee Stadium,"77 degrees, sunny","11 mph, L to R",0
39889,2,tex,9/5/2015,165,201502026,1,ana,6:08 PM,Marty Foster,Angel Stadium of Anaheim,"78 degrees, clear","9 mph, Out to CF",0
41183,4,ari,9/6/2015,181,201502027,6,chn,1:20 PM,John Hirschbeck,Wrigley Field,"88 degrees, sunny","12 mph, Out to CF",0
29281,4,atl,9/6/2015,186,201502028,8,was,1:35 PM,Andy Fletcher,Nationals Park,"84 degrees, sunny","6 mph, In from CF",0
46136,4,bal,9/6/2015,202,201502029,10,tor,1:08 PM,Mike Everitt,Rogers Centre,"76 degrees, sunny","9 mph, Out to CF",0
38902,7,cha,9/6/2015,181,201502030,5,kca,1:12 PM,Ron Kulpa,Kauffman Stadium,"92 degrees, sunny","10 mph, R to L",0
28964,4,cle,9/6/2015,170,201502031,0,det,1:09 PM,Tony Randazzo,Comerica Park,"86 degrees, sunny","7 mph, Out to LF",0
37685,5,lan,9/6/2015,212,201502032,1,sdn,1:10 PM,Ted Barrett,Petco Park,"83 degrees, sunny","8 mph, L to R",0
28027,3,mil,9/6/2015,182,201502033,6,cin,1:11 PM,Jim Wolf,Great American Ball Park,"87 degrees, sunny","3 mph, Varies",0
37648,5,min,9/6/2015,175,201502034,8,hou,1:12 PM,Fieldin Culbreth,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
26780,3,nyn,9/6/2015,200,201502035,4,mia,1:10 PM,Chris Guccione,Marlins Park,"75 degrees, roof closed","0 mph, None",0
34708,2,phi,9/6/2015,177,201502036,6,bos,1:36 PM,Lance Barrett,Fenway Park,"80 degrees, sunny","10 mph, Out to RF",0
46011,7,pit,9/6/2015,164,201502037,1,sln,7:09 PM,Quinn Wolcott,Busch Stadium,"91 degrees, clear","8 mph, R to L",0
19534,3,sea,9/6/2015,180,201502038,2,oak,1:07 PM,Mark Carlson,O.co Coliseum,"80 degrees, partly cloudy","7 mph, Out to RF",0
36649,7,sfn,9/6/2015,198,201502039,4,col,2:11 PM,Chad Fairchild,Coors Field,"83 degrees, partly cloudy","5 mph, R to L",0
35299,4,tba,9/6/2015,187,201502040,6,nya,1:09 PM,Ben May,Yankee Stadium,"84 degrees, sunny","4 mph, R to L",0
38367,0,tex,9/6/2015,166,201502041,7,ana,12:37 PM,Mike Winters,Angel Stadium of Anaheim,"84 degrees, partly cloudy","3 mph, Varies",0
15125,7,atl,9/7/2015,152,201502042,2,phi,7:08 PM,Doug Eddings,Citizens Bank Park,"89 degrees, clear","8 mph, Out to RF",0
31039,6,bal,9/7/2015,190,201502043,8,nya,1:09 PM,Clint Fagan,Yankee Stadium,"86 degrees, sunny","5 mph, R to L",0
45986,9,chn,9/7/2015,167,201502044,0,sln,1:15 PM,Larry Vanover,Busch Stadium,"90 degrees, cloudy","7 mph, R to L",0
14757,3,cle,9/7/2015,154,201502045,2,cha,1:10 PM,Lance Barksdale,U.S. Cellular Field,"90 degrees, partly cloudy","8 mph, R to L",0
24585,6,col,9/7/2015,199,201502046,4,sdn,1:11 PM,Mike Muchlinski,Petco Park,"87 degrees, sunny","11 mph, Out to RF",0
22214,9,hou,9/7/2015,233,201502047,10,oak,1:07 PM,Alan Porter,O.co Coliseum,"83 degrees, sunny","5 mph, In from LF",0
44488,7,lan,9/7/2015,232,201502048,5,ana,6:07 PM,Tripp Gibson III,Angel Stadium of Anaheim,"89 degrees, clear","5 mph, Out to RF",0
16804,9,mil,9/7/2015,181,201502049,1,mia,1:11 PM,Marvin Hudson,Marlins Park,"74 degrees, roof closed","0 mph, None",0
36825,6,min,9/7/2015,182,201502050,2,kca,7:11 PM,Pat Hoberg,Kauffman Stadium,"78 degrees, cloudy","6 mph, R to L",0
34210,8,nyn,9/7/2015,206,201502051,5,was,1:05 PM,Paul Nauert,Nationals Park,"86 degrees, partly cloudy","1 mph, R to L",0
19241,1,pit,9/7/2015,158,201502052,3,cin,1:11 PM,John Tumpane,Great American Ball Park,"89 degrees, partly cloudy","3 mph, R to L",0
28078,1,sfn,9/7/2015,174,201502053,6,ari,1:10 PM,Adam Hamari,Chase Field,"77 degrees, roof closed","0 mph, None",0
27958,4,tba,9/7/2015,177,201502054,5,det,1:08 PM,Todd Tichenor,Comerica Park,"85 degrees, partly cloudy","11 mph, R to L",0
18469,3,tex,9/7/2015,180,201502055,0,sea,3:42 PM,Alfonso Marquez,Safeco Field,"69 degrees, partly cloudy","2 mph, L to R",0
33659,4,tor,9/7/2015,168,201502056,11,bos,1:35 PM,Manny Gonzalez,Fenway Park,"91 degrees, sunny","13 mph, Out to CF",0
15610,0,atl,9/8/2015,150,201502057,5,phi,7:08 PM,Adrian Johnson,Citizens Bank Park,"89 degrees, clear","13 mph, Out to LF",0
30785,2,bal,9/8/2015,178,201502058,1,nya,7:08 PM,Jordan Baker,Yankee Stadium,"86 degrees, clear","10 mph, R to L",0
42206,8,chn,9/8/2015,187,201502059,5,sln,7:15 PM,Brian Knight,Busch Stadium,"78 degrees, cloudy","8 mph, In from LF",0
11990,4,cle,9/8/2015,174,201502060,7,cha,8:14 PM,Ryan Blakney,U.S. Cellular Field,"73 degrees, cloudy","9 mph, Out to CF",64
19112,1,col,9/8/2015,160,201502061,2,sdn,7:10 PM,Mark Wegner,Petco Park,"85 degrees, partly cloudy","10 mph, L to R",0
11364,0,hou,9/8/2015,153,201502062,4,oak,7:08 PM,Brian O'Nora,O.co Coliseum,"87 degrees, clear","9 mph, Out to RF",0
41086,6,lan,9/8/2015,192,201502063,4,ana,7:07 PM,Gabe Morales,Angel Stadium of Anaheim,"91 degrees, partly cloudy","6 mph, Out to RF",0
14958,4,mil,9/8/2015,217,201502064,6,mia,7:11 PM,David Rackley,Marlins Park,"77 degrees, roof closed","0 mph, None",0
31834,2,min,9/8/2015,149,201502065,4,kca,7:10 PM,Jim Joyce,Kauffman Stadium,"77 degrees, overcast","8 mph, L to R",0
27507,8,nyn,9/8/2015,200,201502066,7,was,7:05 PM,Dana DeMuth,Nationals Park,"92 degrees, clear","4 mph, Out to CF",0
16151,7,pit,9/8/2015,199,201502067,3,cin,7:10 PM,James Hoye,Great American Ball Park,"89 degrees, partly cloudy","6 mph, R to L",0
18683,6,sfn,9/8/2015,169,201502068,2,ari,6:40 PM,Angel Hernandez,Chase Field,"78 degrees, roof closed","0 mph, None",0
26526,7,tba,9/8/2015,303,201502069,8,det,7:08 PM,Chris Segal,Comerica Park,"86 degrees, cloudy","13 mph, In from CF",0
13389,9,tex,9/8/2015,192,201502070,6,sea,7:11 PM,Tom Hallion,Safeco Field,"69 degrees, cloudy","3 mph, Out to LF",0
33432,5,tor,9/8/2015,203,201502071,1,bos,7:11 PM,Jim Reynolds,Fenway Park,"78 degrees, cloudy","11 mph, In from CF",0
15241,8,atl,9/9/2015,172,201502072,1,phi,7:06 PM,Tom Woodring,Citizens Bank Park,"89 degrees, partly cloudy","9 mph, Out to CF",0
30038,5,bal,9/9/2015,181,201502073,3,nya,7:08 PM,Paul Emmel,Yankee Stadium,"81 degrees, cloudy","16 mph, R to L",0
43557,3,chn,9/9/2015,167,201502074,4,sln,12:45 PM,Vic Carapazza,Busch Stadium,"78 degrees, cloudy","2 mph, Out to CF",0
11667,6,cle,9/9/2015,178,201502075,4,cha,7:11 PM,Eric Cooper,U.S. Cellular Field,"74 degrees, clear","6 mph, L to R",0
22764,4,col,9/9/2015,196,201502076,11,sdn,6:10 PM,Marty Foster,Petco Park,"89 degrees, partly cloudy","5 mph, Varies",0
13387,11,hou,9/9/2015,218,201502077,5,oak,7:07 PM,Mark Ripperger,O.co Coliseum,"82 degrees, clear","10 mph, Out to RF",0
42799,2,lan,9/9/2015,170,201502078,3,ana,7:08 PM,Sam Holbrook,Angel Stadium of Anaheim,"93 degrees, partly cloudy","5 mph, L to R",0
15316,2,mil,9/9/2015,163,201502079,5,mia,7:11 PM,Bob Davidson,Marlins Park,"77 degrees, roof closed","0 mph, None",0
32286,3,min,9/9/2015,243,201502080,2,kca,7:10 PM,Greg Gibson,Kauffman Stadium,"82 degrees, partly cloudy","6 mph, In from CF",0
27530,5,nyn,9/9/2015,157,201502081,3,was,7:08 PM,Mike Estabrook,Nationals Park,"89 degrees, cloudy","3 mph, Out to RF",0
19620,5,pit,9/9/2015,184,201502082,4,cin,7:10 PM,Bill Welke,Great American Ball Park,"75 degrees, overcast","6 mph, R to L",0
20576,1,sfn,9/9/2015,169,201502083,2,ari,6:40 PM,Chris Conroy,Chase Field,"76 degrees, roof closed","0 mph, None",0
25932,8,tba,9/9/2015,184,201502084,0,det,7:08 PM,Tim Timmons,Comerica Park,"77 degrees, partly cloudy","7 mph, Out to RF",0
14330,0,tex,9/9/2015,146,201502085,6,sea,7:10 PM,Dan Bellino,Safeco Field,"73 degrees, clear","2 mph, In from LF",0
34464,4,tor,9/9/2015,211,201502086,10,bos,7:12 PM,Paul Schrieber,Fenway Park,"82 degrees, partly cloudy","17 mph, Out to CF",0
21922,4,col,9/10/2015,167,201502087,3,sdn,12:41 PM,Mike Winters,Petco Park,"93 degrees, partly cloudy","6 mph, L to R",0
11166,5,det,9/10/2015,191,201502088,7,cle,7:11 PM,Ed Hickox,Progressive Field,"73 degrees, clear","12 mph, In from CF",0
21964,6,mil,9/10/2015,284,201502089,4,pit,7:10 PM,Fieldin Culbreth,PNC Park,"71 degrees, cloudy","5 mph, In from LF",0
22640,7,nyn,9/10/2015,185,201502090,2,atl,9:30 PM,Tim Welke,Turner Field,"70 degrees, overcast","7 mph, R to L",140
